ax, ay, az, gx, gy, gz, state
0.170898, 1.013428, -0.174805, -3.786260, 74.442749, 0.244275, opening
-0.021973, 1.083740, -0.011719, -3.053435, 70.717560, -1.404580, opening
0.156982, 0.999756, -0.128174, -4.702290, 72.977097, 0.244275, opening
0.151367, 0.995850, -0.143311, -3.664122, 73.160309, 0.244275, opening
0.167725, 1.007080, -0.181396, -2.015267, 72.244278, 0.122137, opening
0.156006, 1.010986, -0.150879, -0.916031, 72.061066, 0.244275, opening
0.172607, 1.017334, -0.182373, -2.198473, 71.450378, 0.305344, opening
0.153320, 1.017578, -0.166748, -1.465649, 71.572517, 0.366412, opening
0.158936, 1.007812, -0.184082, -4.030534, 70.473282, 0.122137, opening
0.161377, 1.006348, -0.165771, -3.175573, 70.290077, 0.061069, opening
0.183594, 1.001953, -0.188965, -1.038168, 69.740456, 0.061069, opening
0.151123, 1.000977, -0.160645, -2.564886, 69.435112, 0.244275, opening
0.148926, 1.010254, -0.174072, -5.862596, 68.763359, 0.183206, opening
0.154053, 1.007324, -0.153564, -6.229008, 68.519081, 0.183206, opening
0.158203, 0.998047, -0.217285, -7.145038, 68.152672, 0.183206, opening
0.144775, 1.007568, -0.170898, -6.167939, 67.236641, 0.427481, opening
0.149902, 1.011230, -0.150391, -5.801527, 66.809158, 0.183206, opening
0.137451, 1.014893, -0.259033, -5.984733, 65.282440, 0.488550, opening
0.141357, 1.015381, -0.195557, -4.396946, 64.977097, 0.488550, opening
0.135254, 0.997314, -0.208740, -4.335878, 64.610687, 0.366412, opening
0.139160, 1.007568, -0.253662, -3.603053, 63.450382, 0.488550, opening
0.131348, 1.005615, -0.223145, -3.358779, 62.290077, 0.427481, opening
0.128906, 1.016113, -0.295410, -3.236641, 60.763359, 0.671756, opening
0.127930, 1.001953, -0.318359, -3.114504, 58.992367, 0.488550, opening
0.117676, 1.014404, -0.343018, -3.114504, 56.977100, 0.549618, opening
0.111572, 0.997314, -0.355713, -3.053435, 54.656490, 0.488550, opening
0.107178, 1.008545, -0.389160, -3.053435, 52.274811, 0.427481, opening
0.099121, 1.006104, -0.389648, -3.175573, 49.954197, 0.610687, opening
0.095947, 1.007568, -0.405762, -3.297710, 47.267178, 0.549618, opening
0.091064, 1.005859, -0.420166, -3.236641, 44.702290, 0.488550, opening
0.077148, 1.003662, -0.404785, -3.114504, 42.137405, 0.549618, opening
0.076904, 1.009033, -0.399902, -2.992366, 39.511452, 0.610687, opening
0.073730, 1.005127, -0.388916, -2.870229, 37.190842, 0.549618, opening
